scene,sarcasm,implicit_emotion,explicit_emotion,v_audio,a_audio,v_text,a_text,n_matched_words,divergence
2_172,1,Frustration,Excitement,0.520815908908844,0.8843182325363159,0.5814999999999999,0.41769999999999996,5,0.4705476956131813
2_173,0,Sadness,Sadness,0.43814775347709656,0.44328248500823975,0.5872857142857143,0.5837142857142857,7,0.2048492665441969
2_176,0,Fear,Happiness,0.7308387756347656,0.678497314453125,0.25975000000000004,0.5720000000000001,2,0.4829765134194315
2_177,1,Ridicule,Excitement,0.9076175689697266,0.703843355178833,0.591,0.5234,5,0.36442624687101516
2_180,0,Happiness,Happiness,0.7858170866966248,0.8732556104660034,0.5566666666666666,0.48183333333333334,3,0.4535651155409012
2_182,1,Frustration,Neutral,0.8766849040985107,0.8817113637924194,0.66,0.43133333333333335,3,0.49979267500073093
2_191,0,Surprise,Surprise,0.708504319190979,0.6933279633522034,0.694,0.47650000000000003,2,0.2173125421292067
2_194,0,Happiness,Happiness,0.7262624502182007,0.6745468378067017,0.52075,0.46675,4,0.2922582642067681
2_2,1,Ridicule,Happiness,0.7729052901268005,0.7923436760902405,0.5515,0.4809565217391305,23,0.38207625206366164
2_20,0,Sadness,Sadness,0.8462640047073364,0.796421468257904,0.5245000000000001,0.5458333333333333,3,0.40783144568593244
2_202,0,Neutral,Neutral,0.5666766166687012,0.3550102710723877,0.603,0.34099999999999997,1,0.03893168211308446
2_204,1,Anger,Happiness,0.6582690477371216,0.8704607486724854,0.625,0.5,2,0.37195160416956563
2_213,0,Neutral,Neutral,0.6887739300727844,0.7240619659423828,0.5231111111111111,0.40555555555555556,9,0.35901323519311956
2_222,1,Frustration,Neutral,0.5369072556495667,0.7338716983795166,0.5436875,0.40475,8,0.32919153096285614
2_227,1,Frustration,Neutral,0.7113529443740845,0.7448054552078247,0.5813181818181818,0.4850454545454545,11,0.2904897544098321
2_235,0,Happiness,Happiness,0.7391940355300903,0.7808002233505249,0.65525,0.54575,4,0.2495900811294566
2_236,1,Disgust,Sadness,0.6225779056549072,0.7771623134613037,0.5845555555555555,0.5172777777777777,9,0.26265123451931377
2_242,1,Ridicule,Neutral,0.8619652390480042,0.7875940799713135,0.6219,0.3646,5,0.4863695207246784
2_246,1,Ridicule,Excitement,0.7871144413948059,0.7073098421096802,0.5196842105263159,0.41705263157894734,19,0.3946747732595232
2_255,1,Frustration,Neutral,0.6535961627960205,0.8881934881210327,0.8865,0.453,2,0.49359656551407366
2_264,0,Fear,Fear,0.3488037586212158,0.4472099542617798,0.597,0.348,1,0.26729008447598673
2_271,1,Ridicule,Surprise,0.4797244369983673,0.5807887315750122,0.125,0.685,1,0.3697153157100116
2_278,0,Happiness,Happiness,0.7061890363693237,0.7822185754776001,0.603,0.34099999999999997,1,0.4531244956668226
2_279,1,Ridicule,Excitement,0.7648140788078308,0.7340326309204102,0.6107499999999999,0.49412500000000004,4,0.28511648804085193
2_281,1,Frustration,Happiness,0.5885426998138428,0.6909192204475403,0.5890555555555556,0.4689999999999999,9,0.22191981305204775
2_286,1,Ridicule,Neutral,0.8341959714889526,0.7275987863540649,0.49650000000000005,0.4891,10,0.4134250116432597
2_288,1,Ridicule,Neutral,0.7245305180549622,0.7627415657043457,0.5035,0.5742499999999999,4,0.2904884855778636
2_292,1,Frustration,Neutral,0.700059175491333,0.7353445887565613,0.5483333333333333,0.49849999999999994,9,0.28127582619524716
2_297,1,Ridicule,Sadness,0.6364496350288391,0.666721761226654,0.4914333333333333,0.42129999999999995,15,0.28506414829128335
2_3,1,Ridicule,Neutral,0.8521171808242798,0.797273576259613,0.6298333333333334,0.4035,6,0.4521810900686401
2_305,0,Fear,Fear,0.5228156447410583,0.5853477120399475,0.7084999999999999,0.5208333333333334,3,0.19657259434577662
2_310,1,Sadness,Happiness,0.7556235790252686,0.6605220437049866,0.66275,0.4388125,8,0.24037600431581388
2_312,1,Ridicule,Surprise,0.49471208453178406,0.6990966796875,0.4583333333333333,0.5846666666666667,3,0.12007348341206259
2_316,0,Sadness,Happiness,0.8762826919555664,0.7193408012390137,0.713,0.2905,2,0.458874351320245
2_34,1,Sadness,Neutral,0.7551097869873047,0.823879599571228,0.4533333333333333,0.4235,6,0.5013709721680988
2_342,1,Frustration,Neutral,0.8616442680358887,0.8449258208274841,0.619,0.45100000000000007,3,0.46265947858579454
2_344,1,Anger,Neutral,0.8782932758331299,0.8931146860122681,0.622,0.341,3,0.6087009690707763
2_350,1,Frustration,Sadness,0.7005035281181335,0.681725263595581,0.577075,0.49482499999999996,20,0.22397836968222307
2_352,1,Frustration,Neutral,0.6121299266815186,0.6220008730888367,0.566,0.26733333333333337,3,0.35765490894417173
2_356,0,Happiness,Happiness,0.5711872577667236,0.6298177242279053,0.603,0.34099999999999997,1,0.2905644995462922
2_367,0,Neutral,Neutral,0.4465099573135376,0.46300575137138367,1.0,0.3705,1,0.5611671242952907
2_369,1,Anger,Happiness,0.7800338268280029,0.8081867694854736,0.6657272727272727,0.5157272727272727,11,0.3140040534044796
2_371,0,Sadness,Sadness,0.20551154017448425,0.5144904851913452,0.5736666666666667,0.4668333333333334,3,0.371226886533953
2_372,1,Frustration,Happiness,0.6808638572692871,0.7367559671401978,0.46127777777777773,0.4047222222222222,9,0.3980759400801645
2_373,1,Ridicule,Neutral,0.7136720418930054,0.6423576474189758,0.6014,0.3931,5,0.2733759063774041
2_376,1,Disgust,Frustration,0.7958090901374817,0.8815581798553467,0.341,0.566375,4,0.5533459544764123
2_378,1,Frustration,Excitement,0.7004039287567139,0.8073821067810059,0.4546666666666666,0.6283333333333333,3,0.30404812982919094
2_39,1,Anger,Happiness,0.7585271596908569,0.8278244733810425,0.588,0.6320833333333333,6,0.2596037482383641
2_390,1,Frustration,Sadness,0.514142632484436,0.817823052406311,0.43979999999999997,0.426,5,0.3988134042402721
2_397,0,Happiness,Happiness,0.5715935826301575,0.5295455455780029,0.7697499999999999,0.3335,2,0.2787468774458792
2_398,1,Anger,Neutral,0.822216272354126,0.7866082191467285,0.48414999999999997,0.4707,10,0.462695156045394
2_406,1,Anger,Surprise,0.3828911781311035,0.5490753650665283,0.47455555555555556,0.5396666666666666,9,0.09214598034744627
2_410,1,Sadness,Happiness,0.7571098804473877,0.7193349599838257,0.5204,0.4004,5,0.39717889697377057
2_416,1,Ridicule,Neutral,0.5927177667617798,0.6579316854476929,0.449,0.4591,5,0.24533413056679174
2_433,1,Frustration,Excitement,0.859400749206543,0.7077399492263794,0.60975,0.47237499999999993,4,0.3431066246864441
2_438,1,Ridicule,Neutral,0.9140194654464722,0.8398385047912598,0.526,0.4224,5,0.5699245659275696
2_440,1,Anger,Neutral,0.7407623529434204,0.840339720249176,0.5877272727272728,0.4326363636363636,11,0.43547877419010544
2_442,1,Sadness,Neutral,0.7644776701927185,0.7570117712020874,0.6285,0.27275,4,0.5029904470651729
2_445,0,Neutral,Neutral,0.5306797027587891,0.7346006631851196,0.597,0.348,1,0.392247950410626
2_446,0,Happiness,Happiness,0.6232445240020752,0.5397942066192627,0.6972,0.5876,5,0.08806137808847524
2_45,1,Anger,Neutral,0.7356318235397339,0.7927675843238831,0.51025,0.397125,4,0.45533506444438987
2_450,1,Ridicule,Sadness,0.6221863031387329,0.7548401951789856,0.5317272727272727,0.4402272727272727,11,0.3273593242242979
2_456,1,Anger,Surprise,0.5809418559074402,0.757656455039978,0.47528571428571426,0.5277857142857142,7,0.25298967907269293
2_461,1,Ridicule,Surprise,0.841234564781189,0.7821686267852783,0.727,0.43883333333333335,6,0.3618406548751547
2_462,1,Frustration,Neutral,0.8499590158462524,0.8913537263870239,0.7518,0.4734,5,0.4293256453936849
2_464,1,Ridicule,Neutral,0.6770955324172974,0.5436310768127441,0.8664999999999999,0.486,2,0.19797826485471443
2_465,1,Ridicule,Neutral,0.6531369686126709,0.7240223288536072,0.644125,0.461,4,0.263176672700775
2_467,0,Frustration,Frustration,0.5005292296409607,0.495914489030838,0.57775,0.486125,4,0.07783881724646373
2_471,1,Sadness,Happiness,0.7159336805343628,0.5565227270126343,0.906,0.837,1,0.33881072364617226
2_474,1,Frustration,Happiness,0.9108946919441223,0.5770531892776489,0.917,0.456,1,0.12120705186063828
2_479,1,Frustration,Sadness,0.583844780921936,0.7247602939605713,0.45887500000000003,0.6363750000000001,4,0.15306667283302808
2_481,0,Neutral,Neutral,0.595924973487854,0.5365722179412842,0.62,0.426,2,0.11316281315880841
2_485,1,Ridicule,Neutral,1.0202784538269043,0.7751191258430481,0.5913571428571428,0.5077857142857143,7,0.5054113611098405
2_49,0,Neutral,Neutral,0.8288763761520386,0.8235607147216797,0.5445,0.5736666666666667,3,0.37857226333513516
2_492,1,Ridicule,Sadness,0.41972923278808594,0.7437278628349304,0.5518571428571428,0.3764285714285714,7,0.39034158641737143
2_494,1,Ridicule,Neutral,0.8495014905929565,0.814569354057312,0.5273333333333333,0.45999999999999996,3,0.4790738444005066
2_498,1,Anger,Neutral,0.9610787630081177,0.8923072814941406,0.525,0.5,5,0.5865745397304701
2_499,0,Neutral,Neutral,0.8220178484916687,0.7639138698577881,0.198,0.349,1,0.7493675964682065
2_502,1,Ridicule,Sadness,0.6834868788719177,0.7488644123077393,0.5569090909090909,0.48572727272727273,11,0.2919984428591226
2_505,1,Anger,Neutral,0.4889664947986603,0.9735370874404907,0.7110000000000001,0.36625,4,0.6466038076008737
2_507,1,Frustration,Neutral,0.6274677515029907,0.7012791633605957,0.5067142857142857,0.5057857142857143,7,0.22978052165311405
2_512,1,Anger,Excitement,0.5953195095062256,0.8801297545433044,0.5625,0.308125,4,0.572945511741191
2_517,0,Neutral,Neutral,0.5454925894737244,0.6103136539459229,0.603,0.34099999999999997,1,0.27538508759034486
2_518,1,Frustration,Happiness,0.8769708871841431,0.8322917222976685,0.4583333333333333,0.38966666666666666,3,0.6092407909575138
2_521,0,Disgust,Disgust,0.4946775734424591,0.6121679544448853,0.28900000000000003,0.33099999999999996,1,0.3483657314144134
2_522,0,Fear,Fear,0.3066697418689728,0.589701771736145,0.6111666666666666,0.47383333333333333,3,0.32579728701933447
2_527,1,Ridicule,Surprise,0.3908567726612091,0.6871273517608643,0.6732222222222222,0.4942777777777778,9,0.34193742891244144
2_534,0,Excitement,Excitement,0.5760021209716797,0.9528552293777466,0.5145,0.3845,2,0.5716731388171443
2_536,0,Disgust,Disgust,0.5654152631759644,0.4767284691333771,0.6685,0.444,2,0.10815551607705963
2_540,0,Neutral,Neutral,0.5691752433776855,0.5880554914474487,0.597,0.348,1,0.24166269065614404
2_546,1,Ridicule,Neutral,0.8379050493240356,0.7378177046775818,0.649,0.574590909090909,11,0.24965597220497204
2_552,0,Excitement,Excitement,0.45436611771583557,0.933387279510498,0.11499999999999999,0.923,1,0.339525046836235
2_553,0,Sadness,Sadness,0.33114612102508545,0.5095643997192383,0.4868,0.45940000000000003,5,0.1635377541704938
2_556,1,Frustration,Neutral,0.7975409030914307,0.7597708702087402,0.568,0.47471428571428576,7,0.3659867245620716
2_558,1,Anger,Excitement,0.5727909207344055,0.8041774034500122,0.5926666666666667,0.39466666666666667,9,0.40999279117711607
2_569,0,Neutral,Neutral,0.7083470821380615,0.6785789728164673,0.51,0.452,1,0.30113052969642307
2_570,0,Disgust,Disgust,0.7919315099716187,0.9585390090942383,0.5516,0.5035999999999999,5,0.5145179653626156
2_574,0,Frustration,Frustration,0.7624173760414124,0.8939766883850098,0.585,0.524,2,0.41031655495453573
2_58,0,Happiness,Happiness,0.4652270972728729,0.541096568107605,0.5,0.8335,1,0.2944637868168525
2_581,1,Frustration,Neutral,0.8022046089172363,0.7910032868385315,0.5862142857142857,0.52375,14,0.3436220875370404
2_589,1,Anger,Neutral,0.598991870880127,0.801852822303772,0.5417500000000001,0.46849999999999997,12,0.33823177840017826
2_590,0,Neutral,Neutral,0.29639217257499695,0.40634506940841675,0.6945,0.3745,2,0.3993794570363915
2_591,0,Anger,Anger,0.5324112772941589,0.7297635078430176,0.5788863636363636,0.4681136363636364,22,0.26574534595302335
2_595,0,Neutral,Neutral,0.43159136176109314,0.6178128719329834,0.6103333333333334,0.5151111111111111,9,0.20614641417556748
2_596,1,Ridicule,Neutral,0.5049852728843689,0.7180534601211548,0.28300000000000003,0.43,1,0.36366503442772363
2_598,1,Ridicule,Neutral,0.706337571144104,0.6954621076583862,0.542016129032258,0.4854032258064517,31,0.26669508841109496
2_599,1,Anger,Neutral,0.41884154081344604,0.6884225606918335,0.49642857142857144,0.4967857142857143,7,0.20674725686246706
2_602,0,Surprise,Surprise,0.2738208472728729,0.6003047227859497,0.48,0.275,1,0.3851402415823612
2_604,1,Frustration,Neutral,0.8363638520240784,0.7613824605941772,0.6498571428571428,0.40914285714285714,7,0.3985693048941716
2_608,1,Anger,Happiness,0.5945905447006226,0.6559956073760986,0.6091428571428572,0.5185714285714286,7,0.13819252771967935
2_609,0,Neutral,Neutral,0.6132906079292297,0.37890365719795227,0.72725,0.45775,4,0.13857665320824264
2_612,1,Disgust,Sadness,0.5675364136695862,0.5504394769668579,0.7174999999999999,0.46908333333333335,6,0.1706103728733928
2_617,1,Ridicule,Surprise,0.7041904330253601,0.6698776483535767,0.5227999999999999,0.5548,5,0.21481469769016534
2_622,1,Anger,Excitement,0.7359204292297363,0.6984893083572388,0.5438333333333333,0.4379166666666667,12,0.32372141419361994
2_623,1,Disgust,Happiness,0.8555933237075806,0.7657139301300049,0.6097142857142857,0.46885714285714286,7,0.3854613514666203
2_627,0,Neutral,Neutral,0.22675499320030212,0.7796723246574402,0.357,0.447,3,0.3572599017371508
2_7,0,Happiness,Happiness,0.5889102220535278,0.5099216103553772,0.5961428571428572,0.48199999999999993,7,0.02884315057640045
2_71,1,Ridicule,Excitement,0.8139430284500122,0.7430655360221863,0.5978333333333332,0.43575,12,0.37569434252331724
2_74,1,Ridicule,Excitement,0.8008184432983398,0.7294083833694458,0.54325,0.56775,4,0.3040969185913478
2_84,1,Disgust,Happiness,0.6581839323043823,0.7185240387916565,0.6448571428571429,0.45549999999999996,7,0.2633614404183837
2_89,1,Anger,Neutral,0.7376453876495361,0.7457453012466431,0.7000000000000001,0.388,4,0.3597205523393614
2_9,1,Anger,Happiness,0.5366371273994446,0.7854964733123779,0.5707142857142857,0.4024285714285714,7,0.3845806419627441
2_92,1,Frustration,Neutral,0.6642683744430542,0.7593149542808533,0.5505,0.45425000000000004,8,0.3255884969617232
2_97,1,Ridicule,Neutral,0.6441759467124939,0.5040270686149597,0.6288888888888889,0.37099999999999994,9,0.1339025583071192
3_S01E01_568,0,Happiness,Happiness,0.5689489841461182,0.31680193543434143,0.75,0.45825,2,0.2297542715839975
3_S01E03_021,0,Neutral,Neutral,0.4260863661766052,0.22359153628349304,0.5630000000000001,0.468625,4,0.2806897601759554
3_S01E03_024,0,Excitement,Excitement,0.4885621666908264,0.4215717315673828,0.565,0.44925,4,0.08129470403678835
3_S01E03_122,1,Ridicule,Excitement,0.49003785848617554,0.4204573631286621,0.5874166666666666,0.46541666666666665,12,0.1072565674319074
3_S01E03_359,0,Anger,Anger,0.34854307770729065,0.48932185769081116,0.5589999999999999,0.405375,4,0.2265815329127261
3_S01E04_009,0,Happiness,Happiness,0.7011592984199524,0.4310672879219055,0.6831666666666667,0.4523333333333333,3,0.027856408326456115
3_S01E04_327,1,Ridicule,Happiness,0.3511890470981598,0.2132757604122162,0.5585,0.37925000000000003,6,0.2655659605442913
3_S01E05_520,1,Disgust,Neutral,0.2838137447834015,0.2569386959075928,0.5845,0.5335,4,0.4085319803852256
3_S01E06_054,0,Frustration,Frustration,0.16671006381511688,0.614280104637146,0.69675,0.54825,4,0.5341369755683156
3_S01E06_266,1,Ridicule,Neutral,0.3836481273174286,0.419198215007782,0.297,0.4535,2,0.09319072068220995
3_S02E02_081,1,Anger,Happiness,0.3646204173564911,0.4503639042377472,0.5682857142857143,0.4470714285714285,7,0.203691908453139
3_S02E03_229,0,Anger,Anger,0.3240804374217987,0.7561337947845459,0.53,0.47759999999999997,5,0.3463869816974612
3_S02E03_244,1,Ridicule,Neutral,0.533455491065979,0.41830363869667053,0.719,0.353,1,0.19670111850874736
3_S02E04_395,0,Neutral,Neutral,0.5014117360115051,0.3059459924697876,0.6360999999999999,0.5215,5,0.2541740714915062
3_S02E05_179,0,Excitement,Excitement,0.5220873355865479,0.296722412109375,0.6421250000000001,0.5201250000000001,4,0.25360945793496154
3_S03E01_409,0,Disgust,Disgust,0.5269479155540466,0.41339874267578125,0.589,0.4395,2,0.06731817598533703
3_S03E02_111,1,Disgust,Surprise,0.6131107807159424,0.6248680353164673,0.5926,0.3388,5,0.2868023935663736
3_S03E03_111,0,Happiness,Happiness,0.43665215373039246,0.3590180575847626,0.5948333333333333,0.4513333333333333,6,0.18314856187563278
3_S03E03_126,1,Disgust,Surprise,0.4437662661075592,0.2340182512998581,0.4768333333333334,0.4810833333333333,6,0.24926810003512623
3_S03E03_316,0,Sadness,Neutral,0.36646151542663574,0.41912344098091125,0.5704444444444444,0.4058888888888889,9,0.20441181154659538
3_S03E03_511,0,Sadness,Sadness,0.07448883354663849,0.36330556869506836,0.5455555555555556,0.5745555555555556,9,0.5162658361084747
3_S03E04_437,0,Neutral,Neutral,0.5491378307342529,0.2581062912940979,0.958,0.353,1,0.4197297814173459
3_S04E05_313,1,Ridicule,Neutral,0.37952497601509094,0.3853314518928528,0.616375,0.513875,4,0.2694835386839546
3_S04E05_320,0,Neutral,Neutral,0.40713003277778625,0.43132132291793823,0.55675,0.5985,4,0.22435428380685002
3_S04E05_485,0,Surprise,Surprise,0.5737139582633972,0.6562048196792603,0.6569999999999999,0.41333333333333333,3,0.25675498754265885
3_S04E06_526,0,Disgust,Disgust,0.18115630745887756,0.2758619785308838,0.66675,0.37775000000000003,4,0.49616771675977994
3_S04E07_292,1,Ridicule,Neutral,0.4929904043674469,0.31172582507133484,0.605,0.3966,5,0.1405338930065972
3_S05E02_072,1,Ridicule,Happiness,0.5694213509559631,0.433788537979126,0.5651875000000001,0.4994375,8,0.06578534569594863
3_S05E02_532,0,Frustration,Frustration,0.30828678607940674,0.36216795444488525,0.5451,0.39,5,0.23844311910219312
3_S05E03_098,0,Neutral,Neutral,0.6390931606292725,0.4957689046859741,0.65725,0.4471,10,0.051945481990899225
3_S05E05_119,0,Fear,Fear,0.2814652621746063,0.3549782633781433,0.297,0.662,2,0.30741450004449117
3_S05E06_207,0,Neutral,Neutral,0.43036577105522156,0.3130429983139038,0.6717142857142857,0.5144285714285715,7,0.3143330313327883
3_S06E01_317,0,Neutral,Neutral,0.5686162114143372,0.5003265738487244,0.6383333333333333,0.47383333333333333,6,0.07458129042645033
3_S06E01_417,1,Disgust,Neutral,0.6841728687286377,0.5543017983436584,0.6155,0.3425,2,0.2226566070904442
3_S06E01_460,1,Ridicule,Surprise,0.5465012788772583,0.3361944556236267,0.6081666666666666,0.5236666666666666,6,0.19735361654802328
3_S06E02_398,0,Sadness,Disgust,0.21672318875789642,0.6197916269302368,0.5850833333333333,0.5559166666666667,6,0.373857200894017
3_S06E06_143,1,Frustration,Neutral,0.4389471709728241,0.34178492426872253,0.585,0.49533333333333335,6,0.21191635801210468
3_S06E07_272,1,Ridicule,Surprise,0.4284574091434479,0.29631635546684265,0.3265,0.61325,2,0.3329297948762083
